id,species,owner,countryOfOrigin,ISOofOrigin,company,region,producer,harvestYear,gradingDate,owner1,variety,processingMethod,aroma,flavor,aftertaste,acidity,body,balance,uniformity,cleanCup,sweetness,cupperPoints,totalCupPoints,moisture,color,altitudeLowMeters,altitudeHighMeters,altitudeMeanMeters,mdsX,mdsY
985,Arabica,Nucoffee,Brazil,BRA,Nucoffee,South Of Minas,Bruno De Andrade Frota,2012.0,"January 23rd, 2012",Nucoffee,Mundo Novo,Natural / Dry,7.42,7.33,7.25,7.42,7.5,7.17,10.0,10.0,10.0,7.08,81.17,0.12,Green,1000,1000,1000,0.3963585761730521,0.3624037052811648
986,Arabica,Kona Pacific Farmers Cooperative,United States Minor Outlying Islands,UMI,,Kona,,,"September 22nd, 2011",Kona Pacific Farmers Cooperative,,,7.25,7.75,7.67,7.67,7.42,7.67,8.67,9.33,10.0,7.75,81.17,0.04,,-1,-1,-1,1.0243912489393212,-1.1421188467872556
987,Arabica,Kerchanshe,Ethiopia,ETH,Kerchanshe Trading Plc,Sidamo,Kerchanshe Trading Plc,2016.0,"July 14th, 2017",Kerchanshe,,Natural / Dry,7.42,7.33,7.17,7.33,7.42,7.17,10.0,10.0,10.0,7.25,81.08,0.11,,-1,-1,-1,0.42010357451129604,0.2959050966591675
988,Arabica,Gregorio Sebba,Brazil,BRA,Garca Armazens,Alta Paulista (Sao Paulo),,2016.0,"June 21st, 2017",Gregorio Sebba,Mundo Novo,Natural / Dry,7.58,7.42,7.5,7.25,7.75,7.58,9.33,10.0,9.33,7.33,81.08,0.11,Green,695,695,695,-0.459714827877971,0.6825620328380267
989,Arabica,Rolando Lacayo,Nicaragua,NIC,"Comercial Internacional Exportadora, S.A.",Jinotega,Rolando Lacayo,2015.0,"March 28th, 2015",Rolando Lacayo,,Washed / Wet,7.33,7.33,7.33,7.42,7.33,7.33,10.0,10.0,10.0,7.0,81.08,0.11,,1100,1100,1100,0.31995415505995695,0.40497826286988287
990,Arabica,Wali Ali,United States of America,USA,Conscious Bean Coffee,Central America,Juanana Coffee Association,2014.0,"March 4th, 2015",Wali Ali,Pache Comun,Natural / Dry,7.42,7.17,7.33,7.42,7.25,7.33,10.0,10.0,10.0,7.17,81.08,0.0,,520,520,520,0.32885801271895426,0.3207827883686178
991,Arabica,Taylor Winch (T) Ltd,United Republic of Tanzania,TZA,Taylor Winch (T) Ltd,"Iwala Village, Mbeya Rural",Taylor Winch (T) Ltd,2014.0,"January 2nd, 2015",Taylor Winch (T) Ltd,,Washed / Wet,7.42,7.33,7.33,7.25,7.25,7.33,10.0,10.0,10.0,7.17,81.08,0.13,Green,1456,1456,1456,0.40160797501415707,0.23165029022741024
992,Arabica,The Coffee Source Inc.,Costa Rica,CRI,The Coffee Source Inc.,Naranjo,Several,2014.0,"December 18th, 2014",The Coffee Source Inc.,Caturra,Washed / Wet,7.42,7.25,7.17,7.25,7.25,7.58,10.0,10.0,10.0,7.17,81.08,0.13,Green,1500,1500,1500,0.26543503663683504,0.3800622361381188
993,Arabica,German Negron,Puerto Rico,PRI,"Hacienda Alto Grande, Llc.",Yauco Region,Hacienda Alto Grande,2013.0,"May 28th, 2014",German Negron,,Washed / Wet,7.67,7.75,7.67,7.58,7.58,7.67,6.67,10.0,10.0,8.5,81.08,0.0,Green,260,260,260,2.3764902039923026,-2.4687497229261903
994,Arabica,Obed Rendon Ponce,Mexico,MEX,Cafetera El Grande S.A. De C.V.,San Fernando,,2012.0,"September 14th, 2012",Obed Rendon Ponce,Typica,Washed / Wet,7.25,7.42,7.33,7.33,7.17,7.33,10.0,10.0,10.0,7.25,81.08,0.13,None,1650,1650,1650,0.34755500090838176,0.22561264885092233
995,Arabica,Diego Manuel Woolrich Ramirez,Mexico,MEX,,Santo Reyes Nopala,"Diego Manuel Woolrich Ramirez, Alfredo Fernando Woolrich Ramirez",2012.0,"September 4th, 2012",Diego Manuel Woolrich Ramirez,Typica,Washed / Wet,7.33,7.25,7.33,7.42,7.25,7.42,10.0,10.0,10.0,7.08,81.08,0.12,Green,1300,1300,1300,0.2903508308009419,0.3657352519930619
996,Arabica,Gerardo Hernandez Valderrabano,Mexico,MEX,Comercializadora Profesional Mexicana S.A. De C.V.,Santa Maria Sitepec,Etmar Didier Roblero Lopez,2012.0,"August 30th, 2012",Gerardo Hernandez Valderrabano,Typica,Washed / Wet,7.33,7.33,7.25,7.42,7.25,7.25,10.0,10.0,10.0,7.25,81.08,0.11,Green,1642,1642,1642,0.34604846940169615,0.270622367859197
997,Arabica,Balbino Ramirez Flores,Mexico,MEX,,Talpa De Allende,Balbino Ramirez Flores,2012.0,"July 3rd, 2012",Balbino Ramirez Flores,Typica,Washed / Wet,7.42,7.33,7.25,7.42,7.17,7.25,10.0,10.0,10.0,7.25,81.08,0.1,Green,1200,1200,1200,0.3284456018185148,0.24209111818973225
998,Arabica,Kona Pacific Farmers Cooperative,United States Minor Outlying Islands,UMI,Kpfc,,,2012.0,"February 13th, 2012",Kona Pacific Farmers Cooperative,Hawaiian Kona,Washed / Wet,7.42,7.42,7.25,7.58,6.92,7.17,10.0,10.0,10.0,7.33,81.08,0.06,Blue-Green,-1,-1,-1,0.22680113777705407,0.23076110999816773
999,Arabica,Bourbon Specialty Coffees,Brazil,BRA,Bourbon Specialty Coffees,Grama Valley,Gabriel Carvalho Dias,,"January 16th, 2018",Bourbon Specialty Coffees,Bourbon,Pulped natural / honey,7.25,7.25,7.17,7.5,7.33,7.17,10.0,10.0,10.0,7.33,81.0,0.11,Green,-1,-1,-1,0.37088701973449584,0.36532570131607994
1000,Arabica,,El Salvador,SLV,Soc. Coop. Cuzcachapa De R.L.,Apaneca,"Balcanes Coffee Estates, S.A. De C.V.",2017.0,"August 28th, 2017",,Bourbon,Washed / Wet,7.42,7.08,7.08,7.33,7.25,7.58,10.0,10.0,10.0,7.25,81.0,0.0,Green,1450,1450,1450,0.24603390398869024,0.46868270238207926
1001,Arabica,Bourbon Specialty Coffees,Brazil,BRA,Bourbon Specialty Coffees,Grama Valley,Gabriel De Carvalho Dias,2016.0,"September 9th, 2016",Bourbon Specialty Coffees,Yellow Bourbon,Pulped natural / honey,7.33,7.17,7.17,7.67,7.33,7.17,10.0,10.0,10.0,7.17,81.0,0.11,Bluish-Green,-1,-1,-1,0.2858915762637795,0.5009644975771843
1002,Arabica,Juan Luis Alvarado Romero,Guatemala,GTM,"Unex Guatemala, S.A.",Norte,Chapultepec,2016.0,"August 2nd, 2016",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.42,7.25,7.17,7.5,7.25,7.17,10.0,10.0,10.0,7.25,81.0,0.09,Green,3280,3280,3280,0.3600600444846739,0.3343436921004165
1003,Arabica,Racafe & Cia S.C.A,Colombia,COL,Racafe & Cia S.C.A,Guayata,,2016.0,"July 22nd, 2016",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.67,7.5,7.42,5.25,7.67,7.75,10.0,10.0,10.0,7.75,81.0,0.0,Green,1600,1600,1600,-1.4372516834973936,1.6441043278137941
1004,Arabica,Juan Luis Alvarado Romero,Guatemala,GTM,"Unex Guatemala, S.A.",Oriente,Amilcar Lapola,2015.0,"July 23rd, 2015",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.5,7.25,7.0,7.25,7.5,7.25,10.0,10.0,10.0,7.25,81.0,0.11,Green,372,372,372,0.4954538882998337,0.34835694531117944
1005,Arabica,"Lin, Che-Hao Krude",Taiwan,TWN,Taiwan Coffee Laboratory,,Hu Kuei Ching,2015.0,"May 6th, 2015","Lin, Che-Hao Krude",Typica,Washed / Wet,7.25,7.17,7.17,7.25,7.5,7.33,10.0,10.0,10.0,7.33,81.0,0.12,Bluish-Green,758,758,758,0.47647907078817037,0.3294212556580632
1006,Arabica,Mayra Yessenia Torres,Honduras,HND,"Olam Honduras, S.A.",San Marcos,Nelson Melgar & Regino Melgal,2014.0,"January 26th, 2015",Mayra Yessenia Torres,Caturra,Natural / Dry,7.42,7.25,7.25,7.33,7.25,7.17,10.0,10.0,10.0,7.33,81.0,0.12,Green,1350,1350,1350,0.42097652438589606,0.25152499418549945
1007,Arabica,Bourbon Specialty Coffees,Brazil,BRA,Bourbon Specialty Coffees,Cerrado,,2014.0,"January 15th, 2015",Bourbon Specialty Coffees,Mundo Novo,Natural / Dry,7.67,7.75,7.83,7.75,7.83,7.75,10.0,6.67,10.0,7.75,81.0,0.12,Green,-1,-1,-1,-2.684734104230106,1.8699588524978759
1008,Arabica,Mlimani Ngarashi,United Republic of Tanzania,TZA,Mlimani Ngarashi,Arusha,Mlimani Ngarashi,2014.0,"December 15th, 2014",Mlimani Ngarashi,,Washed / Wet,7.33,7.33,7.08,7.42,7.17,7.33,10.0,10.0,10.0,7.33,81.0,0.12,Green,1525,1525,1525,0.3313418518631566,0.291503311972803
1009,Arabica,Kyagalanyi Ltd,Uganda,UGA,Kyagalanyi Coffee Ltd,Eastern,Kyagalanyi Coffee Ltd,2013.0,"June 30th, 2014",Kyagalanyi Ltd,SL14,Natural / Dry,7.33,6.92,7.17,7.33,7.42,7.42,10.0,10.0,10.0,7.42,81.0,0.12,Green,1700,1700,1700,0.6416619327616541,0.19235977559181905
1010,Arabica,Cqi Taiwan Icp Cqi,Taiwan,TWN,Blossom Valley,Nantou,Zhou Hong Xiu,2013.0,"December 26th, 2013",Cqi Taiwan Icp Cqi,Typica,Semi-washed / Semi-pulped,7.5,6.92,7.33,7.33,7.33,7.33,10.0,10.0,10.0,7.25,81.0,0.11,Green,1100,1100,1100,0.6200556863625183,0.20084924210448177
1011,Arabica,Doi Tung Development Project,Thailand,THA,Doi Tung Development Project,Thailand,Doi Tung Development Project,2012.0,"May 29th, 2013",Doi Tung Development Project,,Washed / Wet,7.33,7.42,7.25,7.42,7.25,7.17,10.0,10.0,10.0,7.17,81.0,0.0,Green,800,800,800,0.37677000311869585,0.3090370405371789
1012,Arabica,Alejandro Garcia Palacios,Mexico,MEX,Industrializadora De Kaffee Andes S.A. De C.V.,"Motozintla, Chiapas",Martha Palacios,2012.0,"September 11th, 2012",Alejandro Garcia Palacios,,Washed / Wet,7.08,7.33,7.33,7.33,7.42,7.25,10.0,10.0,10.0,7.25,81.0,0.12,Green,950,950,950,0.43615166607952205,0.36593201161276717
1013,Arabica,Organizaciones De Productores De Cafe Colimense,Mexico,MEX,Organizaciones De Productores De Cafe Colimense Sa De Cv,Adolfo Lopez Mateos,Coop,2012.0,"July 3rd, 2012",Organizaciones De Productores De Cafe Colimense,Typica,Washed / Wet,7.58,7.67,7.5,7.67,7.58,7.5,8.0,10.0,10.0,7.5,81.0,0.0,Green,1100,1100,1100,1.5612259970983835,-1.1633054691395575
1014,Arabica,Cqi Taiwan Icp Cqi,Taiwan,TWN,,Taiwan,,2017.0,"December 8th, 2017",Cqi Taiwan Icp Cqi,,Washed / Wet,7.33,7.17,7.25,7.33,7.33,7.25,10.0,10.0,10.0,7.25,80.92,0.0,Blue-Green,200,200,200,0.4361251777029508,0.32880556092014646
1015,Arabica,Juan Luis Alvarado Romero,Guatemala,GTM,"Unex Guatemala, S.A.",Oriente,"Agricola El Pilar, S.A.",2017.0,"August 23rd, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.67,7.67,7.33,7.58,7.67,7.5,9.33,9.33,9.33,7.5,80.92,0.1,Green,1901,1901,1901,-0.7386553762526509,0.6840955656851856
1016,Arabica,Lydiah Mwangi,Kenya,KEN,C Dorman Ltd,Kiambu,Thiririka/Thima,2017.0,"July 7th, 2017",Lydiah Mwangi,SL28,Washed / Wet,7.17,7.58,7.5,7.5,8.0,7.75,10.0,10.0,10.0,5.42,80.92,0.11,Green,1600,1600,1600,2.1482010957783237,0.01993223687603758
1017,Arabica,Grupo Santab S.A De C.V.,Mexico,MEX,Grupo Santab S.A. De C.V.,Veracruz,Jose Oscar Garza Sardaneta,2017.0,"May 12th, 2017",Grupo Santab S.A De C.V.,Bourbon,Washed / Wet,7.5,7.33,7.17,7.42,7.5,7.33,9.33,10.0,10.0,7.33,80.92,0.11,Green,1100,1100,1100,0.008321887882832566,0.6080591519304382
1018,Arabica,Min Hlaing,Myanmar,MMR,"Sithar Coffee Co., Ltd.",Pyinoolwin,Min Hlaing,2015.0,"July 17th, 2015",Min Hlaing,,,7.17,7.42,7.0,7.58,7.33,7.0,10.0,10.0,10.0,7.42,80.92,0.0,,325,325,325,0.70176150901845,0.16526182991946903
1019,Arabica,Eileen Koyanagi,United States Minor Outlying Islands,UMI,Kona Pacific Farmers Cooperative,Kona,,2014.0,"January 13th, 2015",Eileen Koyanagi,Hawaiian Kona,Natural / Dry,7.42,7.08,7.17,7.17,7.58,7.25,10.0,10.0,10.0,7.25,80.92,0.1,Bluish-Green,-1,-1,-1,0.5626849321441929,0.36077206871447504
1020,Arabica,Karatu Estate,United Republic of Tanzania,TZA,Karatu Estate,"Manyara, Karatu",Karatu Estate,2014.0,"December 18th, 2014",Karatu Estate,,Washed / Wet,7.33,7.17,7.17,7.25,7.42,7.33,10.0,10.0,10.0,7.25,80.92,0.12,Green,1700,1700,1700,0.462792114632436,0.34235111729957635
1021,Arabica,Jacques Pereira Carneiro,Brazil,BRA,,Mantiqueira De Minas,Nazareth Dias Pereira,2014.0,"December 16th, 2014",Jacques Pereira Carneiro,Yellow Bourbon,Natural / Dry,7.25,7.33,7.25,7.25,7.25,7.33,10.0,10.0,10.0,7.25,80.92,0.12,Green,1200,1200,1200,0.4227550743210721,0.28309040230298615
1022,Arabica,Cqi Taiwan Icp Cqi,Taiwan,TWN,,,,2014.0,"November 23rd, 2014",Cqi Taiwan Icp Cqi,Typica,Washed / Wet,7.92,7.67,7.33,7.08,7.08,7.08,10.0,10.0,10.0,6.75,80.92,0.09,Green,550,550,550,1.0172739988703872,-0.09754320042671079
1023,Arabica,Ipanema Coffees,Brazil,BRA,Ipanema Coffees,South Of Minas,,2014.0,"October 16th, 2014",Ipanema Coffees,Bourbon,Natural / Dry,7.17,7.42,7.17,7.25,7.25,7.33,10.0,10.0,10.0,7.33,80.92,0.1,None,1100,1100,1100,0.4633915438690356,0.24934989969642982
1024,Arabica,Chris Finch,Nicaragua,NIC,Volcafe Specialty Coffee,Matagalpa,,2013.0,"July 16th, 2014",Chris Finch,Caturra,Washed / Wet,7.33,7.08,7.25,7.0,7.5,7.42,10.0,10.0,10.0,7.33,80.92,0.1,Green,700,1400,1050,0.6785083052461152,0.2245209779354107
1025,Arabica,Juan Luis Alvarado Romero,Guatemala,GTM,"Armajaro Guatemala, S. A.",Jalapa,Roberto Monterroso,2014.0,"June 10th, 2014",Juan Luis Alvarado Romero,Pacas,Washed / Wet,7.58,7.42,6.92,7.5,7.25,7.17,10.0,10.0,10.0,7.08,80.92,0.12,Green,465,465,465,0.5457748764657248,0.33695949999117236
1026,Arabica,Cqi Taiwan Icp Cqi,Taiwan,TWN,Blossom Valley,,Lu Bi Yun,2013.0,"December 26th, 2013",Cqi Taiwan Icp Cqi,Typica,Washed / Wet,7.42,7.25,7.25,7.25,7.25,7.25,10.0,10.0,10.0,7.25,80.92,0.11,,900,900,900,0.4373829952098449,0.2725838937732427
1027,Arabica,Cqi Taiwan Icp Cqi,Taiwan,TWN,Blossom Valley,Nantou,Ding Jin Cai,2013.0,"December 26th, 2013",Cqi Taiwan Icp Cqi,Typica,,7.25,7.17,7.08,7.08,7.08,8.08,10.0,10.0,10.0,7.17,80.92,0.11,Green,688,688,688,-0.13406903299999406,0.8037239654006786
1028,Arabica,Cqi Taiwan Icp Cqi,Taiwan,TWN,Blossom Valley,,Lu Xing Hui,2013.0,"December 26th, 2013",Cqi Taiwan Icp Cqi,Typica,Washed / Wet,7.42,7.25,7.25,7.25,7.25,7.25,10.0,10.0,10.0,7.25,80.92,0.11,Green,300,300,300,0.4373829952098451,0.2725838937732435
1029,Arabica,Eduardo Luis Augusto Velazquez Solis,Mexico,MEX,,Ixhuatlan Del Cafe,Eduardo Luis Augusto Velazquez Solis,2012.0,"July 11th, 2012",Eduardo Luis Augusto Velazquez Solis,Typica,Washed / Wet,7.58,7.33,7.08,7.5,7.17,7.25,10.0,10.0,10.0,7.0,80.92,0.13,Green,1186,1186,1186,0.3079039863285332,0.47212024779116557
1030,Arabica,Doi Tung Development Project,Thailand,THA,,,Doi Tung Development Project,,"April 13th, 2010",Doi Tung Development Project,Peaberry,,7.67,7.58,7.33,7.33,7.17,7.0,10.0,10.0,10.0,6.83,80.92,0.0,,-1,-1,-1,0.15246795362131257,0.7088459537844514
1031,Arabica,Cqi Taiwan Icp Cqi,Lao People's Democratic Republic,LAO,,"Paksong,Laos","Paksong,Laos",2016.0,"June 22nd, 2017",Cqi Taiwan Icp Cqi,Catimor,Washed / Wet,7.42,7.33,7.17,7.17,7.17,7.25,10.0,10.0,10.0,7.33,80.83,0.0,Green,1300,1300,1300,0.47050500653241895,0.2362163934645574
1032,Arabica,The Coffee Source Inc.,Guatemala,GTM,The Coffee Source Inc.,Orient,Several,2013.0,"May 26th, 2014",The Coffee Source Inc.,Caturra,Washed / Wet,7.67,7.25,7.08,7.33,7.17,7.25,10.0,10.0,10.0,7.08,80.83,0.11,Green,1200,1200,1200,0.388199332846674,0.4372753959197471
1033,Arabica,Luis Roberto Fermoso Beltran,Mexico,MEX,Productora Rural La Victoria S.P.R. De R.L.,Motozintla,Domingo Muguira Revuelta,2012.0,"August 30th, 2012",Luis Roberto Fermoso Beltran,Catuai,Semi-washed / Semi-pulped,7.17,7.08,7.25,7.42,7.25,7.33,10.0,10.0,10.0,7.33,80.83,0.13,Green,1210,1210,1210,0.3593037916169949,0.43453126493315386
1034,Arabica,Jose Manuel Vergara Cortes,Mexico,MEX,,Oaxaca,Juan Jose Casas Blanco,2012.0,"August 29th, 2012",Jose Manuel Vergara Cortes,Typica,Washed / Wet,7.33,7.25,7.33,7.33,7.25,7.17,10.0,10.0,10.0,7.17,80.83,0.11,Green,1100,1100,1100,0.45396589887584227,0.3295681398115241
1035,Arabica,Christina Dusing,Mexico,MEX,,Veracruz,Moises Guillermo Carrera Montes,2012.0,"July 3rd, 2012",Christina Dusing,Bourbon,Washed / Wet,7.5,7.17,7.33,7.25,7.17,7.17,10.0,10.0,10.0,7.25,80.83,0.13,Green,100,100,100,0.5042254871688971,0.2483655103552687
1036,Arabica,Kona Pacific Farmers Cooperative,United States Minor Outlying Islands,UMI,Cqi,Kona,,2012.0,"February 23rd, 2012",Kona Pacific Farmers Cooperative,Hawaiian Kona,Washed / Wet,7.42,7.33,7.0,7.25,7.33,7.5,10.0,10.0,10.0,7.0,80.83,0.1,Blue-Green,-1,-1,-1,0.35509777153205724,0.5260020346170637
1037,Arabica,Exportadora De Cafe Condor S.A,Colombia,COL,,Huila,,,"January 25th, 2011",Exportadora De Cafe Condor S.A,,,7.33,7.33,7.0,6.83,7.33,7.67,10.0,10.0,10.0,7.33,80.83,0.01,,1800,1800,1800,0.8538965705151383,0.04791203388558281
1038,Arabica,Bourbon Specialty Coffees,Brazil,BRA,Bourbon Specialty Coffees,Monte Carmelo,Diogo Tudela Neto,2015.0,"October 8th, 2015",Bourbon Specialty Coffees,,Natural / Dry,7.17,7.25,7.08,7.17,7.25,7.58,10.0,10.0,10.0,7.25,80.75,0.0,Green,-1,-1,-1,0.3010110371971693,0.5284431188237443
1039,Arabica,U Soe,Myanmar,MMR,,Ywar Ngan,U Soe,2015.0,"July 17th, 2015",U Soe,Catuai,Washed / Wet,6.92,7.5,7.0,7.58,7.5,7.08,10.0,10.0,10.0,7.17,80.75,0.0,Green,3825,3825,3825,0.8384386198237521,0.2718558118358719
1040,Arabica,Juan Luis Alvarado Romero,Guatemala,GTM,Exportcafe,Huehuetenango,Ottoniel Villatoro Lopez,2015.0,"June 18th, 2015",Juan Luis Alvarado Romero,Caturra,Washed / Wet,7.5,7.33,7.0,7.42,7.17,7.17,10.0,10.0,10.0,7.17,80.75,0.12,Green,505,535,520,0.40865889462509875,0.4104301002177912
1041,Arabica,"Comercial Internacional Exportadora, S.A.",Nicaragua,NIC,"Comercial Internacional Exportadora, S.A.",Jinotega,Rolando Lacayo,2015.0,"May 28th, 2015","Comercial Internacional Exportadora, S.A.",,Washed / Wet,7.25,7.25,7.17,7.25,7.33,7.25,10.0,10.0,10.0,7.25,80.75,0.12,Green,110000,110000,110000,0.48048131932655785,0.35932107820120257
1042,Arabica,Bismarck Castro,Honduras,HND,Cigrah S.A De C.V,"Siguatepeque, Comayagua",La Gran Manzana,2015.0,"May 25th, 2015",Bismarck Castro,Caturra,Natural / Dry,7.5,7.33,7.0,7.42,7.25,7.17,10.0,10.0,10.0,7.08,80.75,0.11,Green,1450,1450,1450,0.42239106914464447,0.46229486465899217
1043,Arabica,Essencecoffee,Panama,PAN,Essence Coffee,Boquete,Lamastus,2014.0,"May 23rd, 2015",Essencecoffee,Caturra,,7.25,7.33,7.17,7.33,7.33,7.17,10.0,10.0,10.0,7.17,80.75,0.11,Green,1680,1680,1680,0.46893222232300863,0.38884838469331895
1044,Arabica,Cadexsa,Honduras,HND,Cadexsa,Marcala,Jose Omar Acosta,2015.0,"May 22nd, 2015",Cadexsa,Catuai,Washed / Wet,7.42,7.17,7.08,7.42,7.25,7.25,10.0,10.0,10.0,7.17,80.75,0.09,Green,1350,1350,1350,0.42541632357382986,0.40958600549963364
1045,Arabica,,Honduras,HND,Cigrah,Central Region,Reinerio Zepeda,2015.0,"March 11th, 2015",,Catuai,Natural / Dry,7.25,7.33,7.08,7.5,7.25,7.33,10.0,10.0,10.0,7.0,80.75,0.13,Green,1450,1450,1450,0.36843375125868927,0.5075847408302748
1046,Arabica,The Coffee Source Inc.,Costa Rica,CRI,The Coffee Source Inc.,San Ramon,Several,2014.0,"April 11th, 2014",The Coffee Source Inc.,Caturra,Washed / Wet,7.33,7.33,7.25,7.25,7.17,7.17,10.0,10.0,10.0,7.25,80.75,0.11,Green,1300,1300,1300,0.46554672429565935,0.2932280610874963
1047,Arabica,Diego Manuel Woolrich Ramirez,Mexico,MEX,,Oaxaca,"Jose Rios Lara, Apolonia Franco Torres, Jenaro Gonzales Mendoza",2012.0,"September 4th, 2012",Diego Manuel Woolrich Ramirez,Typica,Washed / Wet,7.58,7.33,7.42,7.25,7.5,7.5,9.33,9.33,10.0,7.5,80.75,0.11,Green,1200,1200,1200,0.8797837830871379,-0.34171379048529765
1048,Arabica,Myriam Kaplan-Pasternak,Haiti,HTI,Haiti Coffee,Haiti,Coopaimar Copperative Agro Industriel De Marmelade,2012.0,"May 22nd, 2012",Myriam Kaplan-Pasternak,Typica,Washed / Wet,7.42,7.0,7.42,7.25,7.08,7.33,10.0,10.0,10.0,7.25,80.75,0.12,Green,1000,1000,1000,0.5912450225509036,0.19301819743846635
1049,Arabica,Kona Pacific Farmers Cooperative,United States Minor Outlying Islands,UMI,Kona Pacific Farmers Cooperative,Kona,,2011.0,"December 21st, 2011",Kona Pacific Farmers Cooperative,Arusha,Natural / Dry,7.08,7.33,7.17,7.25,7.33,7.67,10.0,10.0,10.0,6.92,80.75,0.13,Bluish-Green,-1,-1,-1,0.21985821616184037,0.7064965235628482
1050,Arabica,Cqi Taiwan Icp Cqi,Taiwan,TWN,,Taiwan,,2016.0,"August 12th, 2016",Cqi Taiwan Icp Cqi,Typica,,7.33,7.08,7.08,7.08,7.42,7.33,10.0,10.0,10.0,7.33,80.67,0.0,Green,-1,-1,-1,0.6465250988565071,0.34083919799173007
1051,Arabica,Aulia Arif Syahri,Indonesia,IDN,Pt. Olam Indonesia,Sumatra Brastagi,Surbakti,2015.0,"November 10th, 2015",Aulia Arif Syahri,Mandheling,Semi-washed / Semi-pulped,7.58,7.42,7.0,7.67,7.5,7.5,9.33,9.33,10.0,7.33,80.67,0.13,Blue-Green,1200,1500,1350,-0.33729729445161716,0.8199463700933071
1052,Arabica,Juan Luis Alvarado Romero,Guatemala,GTM,"Siembras Vision, S.A.",Antigua,Finca Medina,2015.0,"October 23rd, 2015",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.67,7.42,6.83,7.17,7.42,7.17,10.0,10.0,10.0,7.0,80.67,0.11,Green,1500,1500,1500,0.40388770005407576,0.7028207880832418
1053,Arabica,"Ceca, S.A.",Costa Rica,CRI,"Ceca,S.A.",Tarrazu,Martin Gutierrez,2015.0,"February 27th, 2015","Ceca, S.A.",Caturra,Washed / Wet,7.83,7.5,7.67,7.67,7.83,7.5,6.67,10.0,10.0,8.0,80.67,0.11,Blue-Green,185,185,185,2.7334700883517242,-1.8582517404628087
1054,Arabica,Afca,Malawi,MWI,R.W.J Wallace Ltd,Southern- Zomba,R.W.J. Wallace Ltd,2014.0,"November 4th, 2014",Afca,Caturra,Washed / Wet,7.5,7.25,7.17,7.17,7.25,7.17,10.0,10.0,10.0,7.17,80.67,0.12,Bluish-Green,990,1000,995,0.538149504402383,0.34077780225368925
1055,Arabica,Cafe De Don Balbino S.C. De R.L. De C.V.,Mexico,MEX,Cafe Don Balbino S.C. De R.L. De C.V.,"El Desmoronado, Talpan De Allende Jalisco",Balbino Ramirez Flores,2014.0,"October 23rd, 2014",Cafe De Don Balbino S.C. De R.L. De C.V.,Typica,Washed / Wet,7.25,7.17,7.17,7.25,7.17,7.42,10.0,10.0,10.0,7.25,80.67,0.12,Green,1200,1200,1200,0.44883231511235566,0.361807999347442
1056,Arabica,,Colombia,COL,Ecom Cca Sa,Santander,,2014.0,"April 14th, 2014",,Caturra,Natural / Dry,7.67,7.5,7.42,7.67,7.5,7.75,10.0,10.0,6.67,8.5,80.67,0.0,,1550,1550,1550,2.058483586871503,-2.821593178038684
1057,Arabica,Juan Luis Alvarado Romero,Guatemala,GTM,"Finca Santo Tomas Pachuj, Guatemala","San Lucas Toliman, Solola","Pachuj, S.A",2013.0,"June 5th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.67,7.17,7.0,7.5,7.0,7.0,10.0,10.0,10.0,7.33,80.67,0.12,Green,1550,1550,1550,0.27083341488763724,0.5797447964171147
1058,Arabica,Juan Luis Alvarado Romero,Guatemala,GTM,"Unex Guatemala, S.A.",Oriente,Chiquimulja / Alpha Cafe / Senfro,2012.0,"January 25th, 2012",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.0,7.33,7.5,7.33,7.0,7.33,10.0,10.0,10.0,7.17,80.67,0.11,Green,-1,-1,-1,0.1839290675890118,0.5612640193205404
1059,Arabica,Juan Luis Alvarado Romero,Guatemala,GTM,"Unex Guatemala, S.A.",Oriente,Chiquimulja / Alpha Cafe / Senfro,2012.0,"January 25th, 2012",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.0,7.5,7.33,7.17,7.17,7.17,10.0,10.0,10.0,7.33,80.67,0.11,Green,-1,-1,-1,0.7080337293938967,0.14009263186253637
1060,Arabica,Racafe & Cia S.C.A,Colombia,COL,,,,,"March 15th, 2011",Racafe & Cia S.C.A,,,7.17,7.25,7.08,7.42,7.08,7.42,10.0,10.0,10.0,7.25,80.67,0.18,,-1,-1,-1,0.345543919590949,0.4254305653335041
1061,Arabica,Bourbon Specialty Coffees,Brazil,BRA,Bourbon Specialty Coffees,Monte Carmelo,Max Kend Takiuti E Outros,2016.0,"March 11th, 2016",Bourbon Specialty Coffees,,,7.33,7.25,7.33,7.08,7.58,7.25,9.33,10.0,10.0,7.42,80.58,0.11,Green,-1,-1,-1,0.08765054376775953,0.7534463859809789
1062,Arabica,"Exportadora Atlantic, S.A.",Nicaragua,NIC,Exportadora Atlantic S.A,Nueva Segovia,Adonis Jose Ortez Beltran,2016.0,"February 26th, 2016","Exportadora Atlantic, S.A.",,,7.08,7.5,7.0,7.25,7.42,7.0,10.0,10.0,10.0,7.33,80.58,0.11,Green,-1,-1,-1,0.46178817547356577,0.61739615241366
