id,species,owner,countryOfOrigin,ISOofOrigin,company,region,producer,harvestYear,gradingDate,owner1,variety,processingMethod,aroma,flavor,aftertaste,acidity,body,balance,uniformity,cleanCup,sweetness,cupperPoints,totalCupPoints,moisture,color,altitudeLowMeters,altitudeHighMeters,altitudeMeanMeters,mdsX,mdsY
292,Arabica,Jacques Pereira Carneiro,Brazil,BRA,,Carmo De Minas,Nazareth Dias Pereira,2011.0,"December 21st, 2011",Jacques Pereira Carneiro,Yellow Bourbon,Semi-washed / Semi-pulped,7.83,7.83,7.58,7.67,7.5,7.58,10.0,10.0,10.0,7.83,83.83,0.12,Green,1250,1250,1250,-0.2705435558197384,-0.5862091038634619
293,Arabica,Doi Chaang Coffee Company,Thailand,THA,,"Doi Chaang Village, Chiang Rai, Thialand",Doi Chaang Community Enterprise Piko,2011.0,"September 20th, 2011",Doi Chaang Coffee Company,,,7.75,7.75,7.58,8.0,7.67,7.58,10.0,10.0,10.0,7.5,83.83,0.02,,457,457,457,-0.48773397081363284,-0.2970576112027805
294,Arabica,Doi Tung Development Project,Thailand,THA,,,,2011.0,"August 16th, 2011",Doi Tung Development Project,,,7.5,7.83,7.58,7.58,7.75,7.83,10.0,10.0,10.0,7.75,83.83,0.01,,-1,-1,-1,-0.41528907640916757,-0.3630356948226257
295,Arabica,Ethiopia Commodity Exchange,Ethiopia,ETH,,Sidamo,Ato Teshome Belamo,2010.0,"June 17th, 2010",Ethiopia Commodity Exchange,,,7.58,7.83,7.58,8.0,7.83,7.5,10.0,10.0,10.0,7.5,83.83,0.1,,-1,-1,-1,-0.50400284762618,-0.21004780808745085
296,Arabica,Kennedy Macharia,Kenya,KEN,Taylor Winch (Coffee) Ltd,Nyeri,Karogoto,,"January 11th, 2018",Kennedy Macharia,SL28,Washed / Wet,7.75,7.58,7.5,7.58,7.75,7.75,10.0,10.0,10.0,7.83,83.75,0.11,Green,1800,1800,1800,-0.1906785677980398,-0.4874133052802326
297,Arabica,Ipanema Coffees,Brazil,BRA,Ipanema Coffees,South Of Minas,Ipanema Agricola S.A,2017.0,"October 20th, 2017",Ipanema Coffees,Bourbon,Natural / Dry,7.67,7.67,7.58,7.75,7.67,7.67,10.0,10.0,10.0,7.75,83.75,0.11,Green,890,890,890,-0.2924474291447082,-0.42503770687554115
298,Arabica,Carcafe Ltda Ci,Colombia,COL,Carcafe Ltda,Huila,Franklin Dussan / Hipolito Torres,2017.0,"September 28th, 2017",Carcafe Ltda Ci,Caturra,Washed / Wet,7.83,7.83,7.58,7.58,7.58,7.58,10.0,10.0,10.0,7.75,83.75,0.11,Green,442,442,442,-0.20969517074852542,-0.543020395563139
299,Arabica,"Lin, Che-Hao Krude",Taiwan,TWN,Taiwan Coffee Laboratory,,Tseng Ju Feng & Kuo Jun Hong,2016.0,"June 6th, 2017","Lin, Che-Hao Krude",Typica,Natural / Dry,7.67,7.67,7.58,7.58,7.67,7.83,10.0,10.0,10.0,7.75,83.75,0.0,Green,750,750,750,-0.27012179110406104,-0.4605049255511531
300,Arabica,Racafe & Cia S.C.A,Colombia,COL,Racafe & Cia S.C.A,Huila,La Plata,2016.0,"February 15th, 2017",Racafe & Cia S.C.A,,Washed / Wet,7.92,7.75,7.5,7.67,7.75,7.5,10.0,10.0,10.0,7.67,83.75,0.0,Green,-1,-1,-1,-0.13881312340895002,-0.5212647322695276
301,Arabica,Yunnan Coffee Exchange,China,CHN,Yunnan Coffee Exchange,Yunnan,,2015.0,"April 6th, 2016",Yunnan Coffee Exchange,Catimor,Washed / Wet,7.83,7.75,7.67,7.5,7.58,7.67,10.0,10.0,10.0,7.75,83.75,0.1,Green,1650,1650,1650,-0.20468542281041813,-0.5618606791041556
302,Arabica,Carcafe Ltda Ci,Colombia,COL,Carcafe Ltda,Huila,Franklin Dussan,2015.0,"November 27th, 2015",Carcafe Ltda Ci,Caturra,Natural / Dry,7.75,7.67,7.5,7.67,7.58,7.83,10.0,10.0,10.0,7.75,83.75,0.0,Green,442,442,442,-0.29786820328192076,-0.47054558851914374
303,Arabica,Nile Highland Arabica Coffee Farmers,Uganda,UGA,Nile Highlands Arabica Coffee Farmers,West Nile,Nile Highland Arabica Coffee Farmers,2013.0,"June 30th, 2014",Nile Highland Arabica Coffee Farmers,Bourbon,Natural / Dry,8.0,7.92,7.58,7.75,7.33,7.5,10.0,10.0,10.0,7.67,83.75,0.12,Green,1400,1400,1400,-0.21251293641489785,-0.7081212759220153
304,Arabica,German Negron,Puerto Rico,PRI,"Hacienda Alto Grande, Llc.",Yauco Region,Hacienda Alto Grande,2013.0,"June 9th, 2014",German Negron,,Washed / Wet,7.83,7.83,7.83,7.67,8.0,8.17,9.33,9.33,10.0,7.75,83.75,0.12,Green,260,260,260,-1.2500580562467478,-0.09335798454926117
305,Arabica,Racafe & Cia S.C.A,Colombia,COL,Racafe & Cia S.C.A,Huila,La Plata,2014.0,"February 5th, 2014",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.67,7.67,7.67,7.92,7.5,7.67,10.0,10.0,10.0,7.67,83.75,0.0,Green,1600,1950,1775,-0.41794661887592477,-0.42151347496832803
306,Arabica,Olam Agro Colombia,Colombia,COL,Olam International Ltd,Huila,,2014.0,"January 24th, 2014",Olam Agro Colombia,,Washed / Wet,7.67,7.42,7.42,7.42,8.0,8.33,10.0,10.0,10.0,7.5,83.75,0.0,Green,1500,1600,1550,-0.7378139989731468,0.10906236442960447
307,Arabica,Exportadora De Cafe Condor S.A,Colombia,COL,Exportadora De Cafe Condor S.A,Huila,,2013.0,"November 22nd, 2013",Exportadora De Cafe Condor S.A,Caturra,Washed / Wet,7.58,7.67,7.75,7.67,7.67,7.67,10.0,10.0,10.0,7.75,83.75,0.0,Blue-Green,1750,1750,1750,-0.30956819388874574,-0.44599397920500106
308,Arabica,Exportadora De Cafe Condor S.A,Colombia,COL,Exportadora De Cafe Condor S.A,Huila,,2013.0,"August 27th, 2013",Exportadora De Cafe Condor S.A,Caturra,Washed / Wet,7.75,7.67,7.75,7.58,7.42,8.0,10.0,10.0,10.0,7.58,83.75,0.11,Green,1750,1750,1750,-0.22260599306701598,-0.6626054386896689
309,Arabica,Kona Pacific Farmers Cooperative,United States Minor Outlying Islands,UMI,Kona Pacific Farmers Cooperative,Kona,,2013.0,"May 2nd, 2013",Kona Pacific Farmers Cooperative,Hawaiian Kona,Natural / Dry,7.25,7.42,7.67,7.58,7.83,8.25,10.0,10.0,10.0,7.75,83.75,0.0,Bluish-Green,-1,-1,-1,0.1771293604415466,-0.9263311704248379
310,Arabica,Saul M. Hernandez Ramirez,Mexico,MEX,,"Huazalingo, Hidalgo","Martinez Magdalena, Agapita",2012.0,"September 27th, 2012",Saul M. Hernandez Ramirez,Caturra,Natural / Dry,7.83,7.58,7.58,7.5,7.75,7.67,10.0,10.0,10.0,7.83,83.75,0.13,None,700,700,700,-0.13642412235193402,-0.5379961726717643
311,Arabica,The Coffee Source Inc.,Guatemala,GTM,The Coffee Source Inc.,Quetzaltenango,Several Producres,2012.0,"May 24th, 2012",The Coffee Source Inc.,Caturra,Washed / Wet,7.67,7.58,7.58,7.67,7.75,7.75,10.0,10.0,10.0,7.75,83.75,0.11,Bluish-Green,1300,1300,1300,-0.26134998654271535,-0.4137258355087553
312,Arabica,Carcafe Ltda Ci,Colombia,COL,,Cauca,,,"April 20th, 2011",Carcafe Ltda Ci,,,7.83,7.83,7.58,7.33,7.42,7.67,10.0,10.0,10.0,8.08,83.75,0.1,,1600,1600,1600,-0.6726991043595998,-0.37761676341830186
313,Arabica,Exportadora De Cafe Condor S.A,Colombia,COL,,Cundinamarca,,,"February 9th, 2011",Exportadora De Cafe Condor S.A,,,7.75,7.67,7.25,7.25,7.58,8.5,10.0,10.0,10.0,7.75,83.75,0.06,,1600,1600,1600,0.2593887647809751,-1.1353046366386483
314,Arabica,Kona Pacific Farmers Cooperative,United States Minor Outlying Islands,UMI,,Kona,,,"June 29th, 2010",Kona Pacific Farmers Cooperative,,,7.83,7.67,7.75,7.67,7.58,7.5,10.0,10.0,10.0,7.75,83.75,0.0,,-1,-1,-1,-0.20372402513540142,-0.5710752666017517
315,Arabica,Ipanema Coffees,Brazil,BRA,Ipanema Coffees,South Of Minas,Ipanema Agricola S.A,2017.0,"October 20th, 2017",Ipanema Coffees,Bourbon,Natural / Dry,7.67,7.83,7.5,7.67,7.67,7.5,10.0,10.0,10.0,7.83,83.67,0.11,Green,890,890,890,-0.18926116396215117,-0.5116868541901427
316,Arabica,Kennedy Macharia,Kenya,KEN,Taylor Winch (Coffee) Ltd,Meru County,Nchoroiboro / Kiriani Factory,2017.0,"September 1st, 2017",Kennedy Macharia,SL28,Washed / Wet,8.08,7.67,7.67,7.58,7.25,7.67,10.0,10.0,10.0,7.75,83.67,0.11,Bluish-Green,1700,1700,1700,-0.19685162759353825,-0.7127774093776429
317,Arabica,Bismarck Castro,Honduras,HND,Cigrah S.A De C.V,Comayagua,Reinerio Zepeda,2016.0,"May 11th, 2017",Bismarck Castro,Caturra,Washed / Wet,7.5,7.5,7.67,7.67,8.0,8.0,10.0,10.0,10.0,7.33,83.67,0.1,Green,1400,1400,1400,0.12033958946001003,-0.6024022920741516
318,Arabica,"Comercial Internacional Exportadora, S.A.",Nicaragua,NIC,"Comercial Internacional Exportadora, S.A.",Jinotega,Ronaldo Lacayo Cardenal,2016.0,"May 11th, 2017","Comercial Internacional Exportadora, S.A.",Caturra,Washed / Wet,7.67,7.75,7.67,7.67,7.83,7.58,10.0,10.0,10.0,7.5,83.67,0.1,Green,1250,1250,1250,-0.23304187185847564,-0.3371238240670247
319,Arabica,Ipanema Coffees,Brazil,BRA,Ipanema Coffees,South Of Minas,Ipanema Agricola,2016.0,"August 16th, 2016",Ipanema Coffees,Bourbon,Natural / Dry,7.58,7.75,7.58,7.75,7.58,7.58,10.0,10.0,10.0,7.83,83.67,0.11,Green,934,934,934,-0.3187062858713432,-0.4320852122817809
320,Arabica,"Lin, Che-Hao Krude",Taiwan,TWN,Taiwan Coffee Laboratory,"Leye, Alishan Township, Chiayi County","Fang,Zheng-Lun",2015.0,"May 18th, 2016","Lin, Che-Hao Krude",Caturra,Natural / Dry,7.5,7.67,7.33,7.92,7.83,7.67,10.0,10.0,10.0,7.75,83.67,0.1,Bluish-Green,1200,1200,1200,-0.43846255945086654,-0.2024159758944218
321,Arabica,"Ceca, S.A.",Costa Rica,CRI,"Ceca,S.A.",West Valley,,,"March 14th, 2016","Ceca, S.A.",,,7.33,7.67,7.67,7.5,7.67,7.5,10.0,10.0,10.0,8.33,83.67,0.11,Blue-Green,1350,1350,1350,0.10318416924744625,-0.9879730083272186
322,Arabica,Doi Tung Development Project,Thailand,THA,Doi Tung Development Project,Thailand,Doi Tung Development Project,2014.0,"June 9th, 2015",Doi Tung Development Project,,Washed / Wet,7.5,7.75,7.58,7.83,7.67,7.58,10.0,10.0,10.0,7.75,83.67,0.12,Bluish-Green,800,800,800,-0.3745958634324078,-0.33975985458498886
323,Arabica,Rob Stephen,Colombia,COL,Olam Specialty Coffee,Huila,Agrotello Coop,2014.0,"November 21st, 2014",Rob Stephen,Caturra,Washed / Wet,7.5,7.75,7.5,7.75,7.67,7.67,10.0,10.0,10.0,7.83,83.67,0.11,,1550,1700,1625,-0.36955925995436667,-0.3593988842681088
324,Arabica,Juan Luis Alvarado Romero,Guatemala,GTM,Exportcafe,Huehuetenango,Francisco Luis Martinez Lopez,2014.0,"February 27th, 2014",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,8.0,7.5,7.33,8.0,8.0,8.0,9.33,10.0,10.0,7.5,83.67,0.1,Green,414,414,414,-0.9528411999902193,0.06825955910144509
325,Arabica,Exportadora De Cafe Condor S.A,Colombia,COL,Exportadora De Cafe Condor S.A,Huila Supremo,,2013.0,"October 29th, 2013",Exportadora De Cafe Condor S.A,Caturra,Washed / Wet,7.83,7.75,7.67,7.58,7.58,7.67,10.0,10.0,10.0,7.58,83.67,0.0,Green,1750,1750,1750,-0.20631293598553685,-0.489846254523163
326,Arabica,Racafe & Cia S.C.A,Colombia,COL,Racafe & Cia S.C.A,Huila,Huila,2013.0,"August 16th, 2013",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.67,7.67,7.67,7.67,7.33,7.75,10.0,10.0,10.0,7.92,83.67,0.0,Green,1800,2000,1900,-0.34500664573631484,-0.5627315049912067
327,Arabica,Juan Luis Alvarado Romero,Guatemala,GTM,"Unex Guatemala, S.A.",Oriente,"Agricola Monte Verde, S.A.",2013.0,"May 30th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.67,7.67,7.42,7.67,8.0,7.75,10.0,10.0,10.0,7.5,83.67,0.12,Green,399,399,399,-0.22534943084447037,-0.24321703869950537
328,Arabica,Juan Luis Alvarado Romero,Guatemala,GTM,"Unex Guatemala, S.A.",Oriente,Luis Rodriguez,2013.0,"February 26th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.83,7.67,7.33,7.67,7.67,7.83,10.0,10.0,10.0,7.67,83.67,0.11,Green,399,399,399,-0.36162557522221256,-0.32786840914246845
329,Arabica,Exportadora De Cafe Condor S.A,Colombia,COL,Exportadora De Cafe Condor S.A,Huila,,2012.0,"November 22nd, 2012",Exportadora De Cafe Condor S.A,Caturra,Washed / Wet,7.75,7.75,7.58,7.83,7.17,7.75,10.0,10.0,10.0,7.83,83.67,0.11,Green,1750,1750,1750,-0.40941630427201287,-0.5419648599768574
330,Arabica,The Coffee Source Inc.,Guatemala,GTM,The Coffee Source Inc.,Oriente,Finca Quequesquez,2012.0,"August 23rd, 2012",The Coffee Source Inc.,Caturra,Natural / Dry,8.17,8.17,7.83,7.67,8.08,7.75,9.33,9.33,9.33,8.0,83.67,0.11,Green,1450,1450,1450,-1.548005462595926,-0.1778659256646777
331,Arabica,Juan Luis Alvarado Romero,Guatemala,GTM,"Unex Guatemala, S.A.",Oriente,Agropecuaria Quiagral,2012.0,"July 9th, 2012",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.67,8.17,7.5,7.42,7.58,7.83,10.0,10.0,10.0,7.5,83.67,0.11,Green,399,399,399,-0.6760104178807799,-0.16833919721112375
332,Arabica,Juan Luis Ortega Carballo,Mexico,MEX,,Xicotepec De Juarez,Juan Luis Ortega Carballo,2012.0,"July 2nd, 2012",Juan Luis Ortega Carballo,Typica,Washed / Wet,7.67,7.5,7.5,7.33,7.83,8.25,10.0,10.0,10.0,7.58,83.67,0.12,Green,1100,1100,1100,0.18513766819532051,-0.7995632745383502
333,Arabica,Ekai International Company Ltd.,Indonesia,IDN,Scai,East Java,Pt. Perkebunan Nusantara Xii,2012.0,"May 23rd, 2012",Ekai International Company Ltd.,Typica,Washed / Wet,8.17,7.67,7.58,7.58,7.42,7.67,10.0,10.0,10.0,7.58,83.67,0.12,Green,1200,1600,1400,-0.07847462427809418,-0.7228569034807434
334,Arabica,Juan Luis Alvarado Romero,Guatemala,GTM,"Siembras Vision, S.A.","Sacatepequez, Guatemala","Siembras Vision, S.A",2012.0,"April 30th, 2012",Juan Luis Alvarado Romero,Caturra,Washed / Wet,7.67,7.5,7.33,8.0,7.67,7.67,10.0,10.0,10.0,7.83,83.67,0.1,Green,465,465,465,-0.06936438015235576,-0.6508531671560219
335,Arabica,Kona Pacific Farmers Cooperative,United States Minor Outlying Islands,UMI,,,,,"April 21st, 2011",Kona Pacific Farmers Cooperative,,,7.75,8.0,7.92,8.08,7.75,8.0,9.33,9.33,9.33,8.17,83.67,0.0,,-1,-1,-1,-1.604415032357883,-0.32002485540426845
336,Arabica,Ipanema Coffees,Brazil,BRA,Ipanema Coffees,South Of Minas,Ipanema Agricola S.A,2017.0,"October 20th, 2017",Ipanema Coffees,Bourbon,Natural / Dry,7.58,7.67,7.58,7.58,7.67,7.58,10.0,10.0,10.0,7.92,83.58,0.11,Green,890,890,890,-0.15559002988535803,-0.5156357498138441
337,Arabica,Juan Luis Alvarado Romero,Guatemala,GTM,Exportcafe,Huehuetenango,Juan Ramirez Morales,2016.0,"July 5th, 2016",Juan Luis Alvarado Romero,Caturra,Washed / Wet,7.75,7.75,7.5,7.83,7.58,7.58,10.0,10.0,10.0,7.58,83.58,0.11,Green,344,344,344,-0.29889152059222246,-0.35512297435778284
338,Arabica,Racafe & Cia S.C.A,Colombia,COL,Racafe & Cia S.C.A,Huila,La Plata,2016.0,"April 15th, 2016",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.75,7.75,7.58,7.58,7.67,7.58,10.0,10.0,10.0,7.67,83.58,0.11,Green,-1,-1,-1,-0.17891583393406643,-0.4244262582847221
339,Arabica,Yunnan Coffee Exchange,China,CHN,Yunnan Coffee Exchange,Yunnan,Menglian Mang Pan Professional Cooperative,2015.0,"April 6th, 2016",Yunnan Coffee Exchange,Catimor,Washed / Wet,7.67,7.58,7.58,7.58,7.67,7.75,10.0,10.0,10.0,7.75,83.58,0.1,Green,1100,1100,1100,-0.21044833315361167,-0.4179339615362741
340,Arabica,Racafe & Cia S.C.A,Colombia,COL,Racafe & Cia S.C.A,Huila,La Plata,2015.0,"November 19th, 2015",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.67,7.75,7.58,7.67,7.75,7.58,10.0,10.0,10.0,7.58,83.58,0.12,Green,1600,1950,1775,-0.2106952425701036,-0.34449646346593443
341,Arabica,Andreas Kussmaul,Mexico,MEX,,"Chiapas, Jaltenango",,2014.0,"May 12th, 2015",Andreas Kussmaul,Caturra,Washed / Wet,7.75,7.75,7.58,7.58,7.5,7.67,10.0,10.0,10.0,7.75,83.58,0.12,Green,1200,1200,1200,-0.23275400418864184,-0.47508390596072364
342,Arabica,Essencecoffee,Ethiopia,ETH,Essence Coffee,Yirgacheffe,Levelup,2014.0,"March 25th, 2015",Essencecoffee,,Washed / Wet,7.75,7.67,7.58,7.67,7.5,7.67,10.0,10.0,10.0,7.75,83.58,0.0,,1700,2000,1850,-0.2547499705396308,-0.4521623788897893
343,Arabica,Bulamburi Coffee Farmers Association,Uganda,UGA,Bulamburi Coffee Farmers Association,Eastern,Bulamburi Coffee Farmers Association,2013.0,"June 27th, 2014",Bulamburi Coffee Farmers Association,SL14,Washed / Wet,7.67,7.67,7.42,7.75,7.75,7.67,10.0,10.0,10.0,7.67,83.58,0.12,Green,1800,1800,1800,-0.25151453251643124,-0.3263125914970705
344,Arabica,,Colombia,COL,Ecom Cca Sa,Cundinamarca,,2014.0,"June 24th, 2014",,Caturra,Natural / Dry,7.67,7.58,7.67,7.67,7.67,7.67,10.0,10.0,10.0,7.67,83.58,0.0,Green,1600,1600,1600,-0.23589755618861608,-0.3901352714106684
345,Arabica,,Colombia,COL,Ecom Cca Sa,Santander,,2014.0,"March 13th, 2014",,Caturra,Washed / Wet,7.67,7.58,7.67,7.58,7.67,7.75,10.0,10.0,10.0,7.67,83.58,0.12,Green,1550,1550,1550,-0.21639576972095462,-0.4126433594664953
346,Arabica,,Colombia,COL,Ecom Cca Sa,Santander,,2014.0,"March 21st, 2014",,Caturra,Washed / Wet,7.75,7.58,7.5,7.58,7.75,7.83,10.0,10.0,10.0,7.58,83.58,0.0,,1550,1550,1550,-0.16968888931142154,-0.3903490500960486
347,Arabica,Cqi Taiwan Icp Cqi,Taiwan,TWN,Blossom Valley,,Gu Zhi Min,2013.0,"December 26th, 2013",Cqi Taiwan Icp Cqi,Typica,,7.75,7.75,7.75,7.75,7.5,7.58,10.0,10.0,10.0,7.5,83.58,0.11,Green,1000,1000,1000,-0.33972333341290134,-0.3852636838060588
348,Arabica,Racafe & Cia S.C.A,Colombia,COL,C.I.Racafe & Cia S.C.A,Huila,La Plata,2012.0,"August 31st, 2012",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.67,7.67,7.58,7.67,7.75,7.58,10.0,10.0,10.0,7.67,83.58,0.11,Green,1600,1950,1775,-0.20403688552860955,-0.3611637188636468
349,Arabica,Alfredo Bojalil,Mexico,MEX,Ecomtrading,Xalapa,Julian Alberto Urrutia Moya,2012.0,"June 6th, 2012",Alfredo Bojalil,Typica,Washed / Wet,7.83,7.67,7.58,7.58,7.67,7.58,10.0,10.0,10.0,7.67,83.58,0.12,,1000,1000,1000,-0.1565202620198352,-0.4408580357227813
350,Arabica,Carcafe Ltda Ci,Colombia,COL,Carcafe Ltda,Cundinamarca,Orlando Ortiz/Wilson Sanchez/Gilberto Acosta,2012.0,"April 2nd, 2012",Carcafe Ltda Ci,Caturra,Natural / Dry,7.67,7.58,7.58,7.58,7.67,7.75,10.0,10.0,10.0,7.75,83.58,0.11,Green,2136,2136,2136,-0.21044833315361164,-0.41793396153627416
351,Arabica,Nucoffee,Brazil,BRA,Nucoffee,South Of Minas,Alvaro Resende Aguiar,2012.0,"January 23rd, 2012",Nucoffee,Catuai,Semi-washed / Semi-pulped,7.83,7.75,7.5,7.75,7.5,7.58,10.0,10.0,10.0,7.67,83.58,0.12,Blue-Green,1100,1100,1100,-0.2401023421426843,-0.45900081594396325
352,Arabica,Carcafe Ltda Ci,Colombia,COL,Carcafe Ltda,Cundinamarca,Orlando Moreno / Willson Sanchez,2016.0,"February 20th, 2017",Carcafe Ltda Ci,Caturra,Washed / Wet,7.75,7.58,7.58,7.75,7.75,7.5,10.0,10.0,10.0,7.58,83.5,0.0,Bluish-Green,1799,1799,1799,-0.161717665206303,-0.335909604292147
353,Arabica,Cqi Taiwan Icp Cqi,Taiwan,TWN,,,912326001,2016.0,"February 13th, 2017",Cqi Taiwan Icp Cqi,,,7.58,7.58,7.17,7.17,7.0,7.0,10.0,10.0,10.0,10.0,83.5,0.11,Blue-Green,-1,-1,-1,0.759183663991131,-2.5621443997125226
354,Arabica,"Ceca, S.A.",Costa Rica,CRI,"Ceca,S.A.",Tarrazu,Martin Gutierrez,2015.0,"June 6th, 2016","Ceca, S.A.",Caturra,Washed / Wet,7.92,7.42,7.5,7.67,7.5,7.67,10.0,10.0,10.0,7.83,83.5,0.0,Blue-Green,1850,1850,1850,-0.09087831812120958,-0.5983220067248015
355,Arabica,Carcafe Ltda Ci,Colombia,COL,Carcafe Ltda,Pitalito,Mecias Urbano / Yaniver Alvarez,2016.0,"April 7th, 2016",Carcafe Ltda Ci,Caturra,Natural / Dry,7.75,7.58,7.58,7.5,7.75,7.75,10.0,10.0,10.0,7.58,83.5,0.0,Green,1000,1000,1000,-0.11903367015774784,-0.38777203052020537
356,Arabica,Juan Luis Alvarado Romero,Guatemala,GTM,"Unex Guatemala, S.A.",Oriente,Margarita Avila De Nuyens,2016.0,"March 16th, 2016",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.67,7.75,7.5,7.83,7.58,7.58,10.0,10.0,10.0,7.58,83.5,0.1,Bluish-Green,372,372,372,-0.29350733518890487,-0.3198616419724031
357,Arabica,Racafe & Cia S.C.A,Colombia,COL,Racafe & Cia S.C.A,Huila,La Plata,2015.0,"November 19th, 2015",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.58,7.58,7.58,7.58,7.75,7.67,10.0,10.0,10.0,7.75,83.5,0.12,Green,1600,1950,1775,-0.186083960783878,-0.3520901890553006
358,Arabica,Damari Absalome,United Republic of Tanzania,TZA,Tawoca,Nkure- Meru,Mr & Mrs Damari Absalome,2015.0,"November 16th, 2015",Damari Absalome,Ruiru 11,Washed / Wet,7.75,7.67,7.58,7.67,7.67,7.58,10.0,10.0,10.0,7.58,83.5,0.13,Green,1400,1400,1400,-0.18253868365918235,-0.36151628558075294
359,Arabica,Aulia Arif Syahri,Indonesia,IDN,Pt. Olam Indonesia,Bener Meriah,Yusrin,2015.0,"September 14th, 2015",Aulia Arif Syahri,Sumatra,Semi-washed / Semi-pulped,7.25,7.67,7.58,7.92,7.83,7.58,10.0,10.0,10.0,7.67,83.5,0.13,Bluish-Green,1500,1500,1500,-0.49397592267599966,-0.0900364893154547
360,Arabica,Debesa Agro Industry Plc,Ethiopia,ETH,Debesa Agro Industry Plc,Oromia,Debesa,2014.0,"March 31st, 2015",Debesa Agro Industry Plc,,Natural / Dry,7.67,7.75,7.5,7.58,7.75,7.67,10.0,10.0,10.0,7.58,83.5,0.1,,1600,1600,1600,-0.17696013926155463,-0.33102823305844664
361,Arabica,Federacion Nacional De Cafeteros,Colombia,COL,Federacion Nacional De Cafeteros,Huila,,2014.0,"March 12th, 2015",Federacion Nacional De Cafeteros,,Washed / Wet,7.67,7.42,7.67,7.83,7.58,7.67,10.0,10.0,10.0,7.67,83.5,0.0,,-1,-1,-1,-0.3786616804562815,-0.2844173702219785
362,Arabica,Exportadora De Cafe Condor S.A,Colombia,COL,Exportadora De Cafe Condor S.A,Huila,,2014.0,"January 22nd, 2015",Exportadora De Cafe Condor S.A,Caturra,Washed / Wet,8.0,7.58,7.25,7.58,7.92,7.58,10.0,10.0,10.0,7.58,83.5,0.11,Green,1850,1850,1850,0.10817773163338376,-0.48143154936178484
363,Arabica,The Coffee Source Inc.,Guatemala,GTM,The Coffee Source Inc.,Atitlan,Unex,2013.0,"December 18th, 2014",The Coffee Source Inc.,Caturra,Washed / Wet,7.58,7.75,7.5,7.83,7.42,7.67,10.0,10.0,10.0,7.75,83.5,0.1,Green,1400,1400,1400,-0.36208554730235093,-0.3790132737360752
364,Arabica,,Colombia,COL,Ecom Cca Sa,Cundinamarca,,2014.0,"August 11th, 2014",,Caturra,Washed / Wet,7.75,7.58,7.33,7.5,7.83,7.83,10.0,10.0,10.0,7.67,83.5,0.0,,1650,1650,1650,-0.026279233838828638,-0.44603213610893505
365,Arabica,,Honduras,HND,Cigrah,Comayagua,Reynerio Zepeda,2014.0,"April 8th, 2014",,Caturra,Natural / Dry,7.67,7.5,7.67,7.5,7.67,7.67,10.0,10.0,10.0,7.83,83.5,0.1,Green,1350,1350,1350,-0.10653766418430397,-0.5056064080585502
366,Arabica,Exportadora De Cafe Condor S.A,Colombia,COL,Exportadora De Cafe Condor S.A,Huila,,2013.0,"April 26th, 2013",Exportadora De Cafe Condor S.A,Caturra,Washed / Wet,7.58,7.75,7.42,7.67,7.75,7.67,10.0,10.0,10.0,7.67,83.5,0.0,Green,1750,1750,1750,-0.23890370404341024,-0.3009528558191555
367,Arabica,Exportadora De Cafe Condor S.A,Colombia,COL,Exportadora De Cafe Condor S.A,Huila,,2013.0,"May 24th, 2013",Exportadora De Cafe Condor S.A,Caturra,Washed / Wet,7.58,7.67,7.58,7.75,7.58,7.75,10.0,10.0,10.0,7.58,83.5,0.11,Green,1750,1750,1750,-0.30182222093699607,-0.3163856052842666
368,Arabica,Manuel Herrera Juarez,Mexico,MEX,Finca Los Barreales,Xalapa,Manuel Herrera Juarez,2012.0,"August 31st, 2012",Manuel Herrera Juarez,Bourbon,Natural / Dry,7.83,7.58,7.25,7.5,7.5,7.42,10.0,10.0,10.0,8.42,83.5,0.13,Green,1170,1170,1170,0.21259978335470706,-1.0369751114626193
369,Arabica,Miguel Cortes Moreno,Mexico,MEX,Estrategias Constructivas Corzu S.A. De C.V.,,Armando Gutierrez Guzman,2012.0,"August 30th, 2012",Miguel Cortes Moreno,Typica,Semi-washed / Semi-pulped,7.67,7.75,7.67,7.75,7.58,7.5,10.0,10.0,10.0,7.58,83.5,0.11,Green,940,940,940,-0.2646548266659327,-0.363863740323055
370,Arabica,Gabriel Bernardo Rivas Ross,Mexico,MEX,,Totutla,Gabriel Bernard Rivas Ross,2012.0,"July 11th, 2012",Gabriel Bernardo Rivas Ross,Pacamara,Washed / Wet,7.75,7.67,7.67,7.75,7.33,7.5,10.0,10.0,10.0,7.83,83.5,0.12,Green,1400,1400,1400,-0.247416104909717,-0.5402556488129839
